OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
3760,1,3760,14 007600110106,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,54600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,21840,0,54600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,748.6953125,122.924005192729
3761,1,3761,14 008500050640,0 WHITEHALL TER SW,MARTA,MARTA,39500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,15800,0,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,576.296875,96.8499212335749
3762,2,3762,14 006400030019,0 POOLE CREEK RD SE,FULTON COUNTY,Fulton County,19100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30354,,,,,,,,,,,,,,,,,,0,7640,0,19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00640003001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,461.703125,300.772155832673
3763,3,3763,17 010900090393,0 WEST PEACHTREE ST NW,MARTA,MARTA,3568600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30309,,,,,,,,,,,,,,,,,,0,1427440,0,3568600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01090009039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-4,98,"O-I-C = 2.0%,RG-4 = 98.0%",Single Family Residential,6585.921875,421.344098400695
3764,5,3764,14 007800090462,0 TECHWOOD DR NW,MARTA,MARTA,1294700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30303,,,,,,,,,,,,,,,,,,0,517880,0,1294700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00780009046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-1 SA1,100,SPI-1 SA1 = 100.0%,Special Public Interest,5955.53515625,392.724816917931
3765,2,3765,17 0058  LL0741,436 ARMOUR CIR NE,MARTA,MARTA,5377100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30324,,,,,,,,,,,,,,,,,,4527300,339920,1810920,849800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0058  LL074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,6380.9765625,337.359172178611
3766,2,3766,14 007500060351,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,49500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30315,,,,,,,,,,,,,,,,,,0,19800,0,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00750006035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,887.56640625,137.263810569195
3767,1,3767,15 211 01 029,0 DEKALB AVE NE,MARTA,MARTA,800,,,,2772 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 211 01 029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-2,100,RG-2 = 100.0%,Single Family Residential,373.57421875,149.088010767913
3768,2,3768,14 020500010136,0 STONEHURST PL SW,MARTA,MARTA,93100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30311,,,,,,,,,,,,,,,,,,0,37240,0,93100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02050001013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-2,100,C-2 = 100.0%,Commercial,2335.51171875,198.827701509575
3769,3,3769,17 018900030764,1180 FOSTER PL NW,FULTON COUNTY,Fulton County,124200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,10200,45600,4080,114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01890003076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,495.203125,96.8985351331577
3770,3,3770,14 014800011084,80 ANDERSON AVE NW,MARTA,MARTA,7819800,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,7009800,324000,2803920,810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01480001108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,36144.80078125,773.96761212823
3771,1,3771,14 011600010019,1150 HUNTER PL SW,FULTON COUNTY,Fulton County,84900,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,14900,28000,5960,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01160001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-11 SA6,100,SPI-11 SA6 = 100.0%,Special Public Interest,696.875,125.041866596541
3772,2,3772,17 0059  LL0377,0 LINDBERGH DR NE,MARTA,MARTA,550400,,,,,,,,,,,,,,,0,,ATLANTA,GA,30324,,,,,,,,,,,,,,,,,,0,220160,0,550400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0059  LL037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-15 SA3,100,SPI-15 SA3 = 100.0%,Special Public Interest,1224.609375,164.005635226953
3773,2,3773,14 014400030542,0 BANKHEAD HWY NW,MARTA,MARTA,457000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,0,182800,0,457000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01440003054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3,100,MRC-3 = 100.0%,Multi-Family Residential,1813.69140625,169.228360419721
3774,5,3774,15 209 01 022,1470 DEKALB AVE NE,MARTA,MARTA,33000,,,,28513 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 01 022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1-C,21,"I-1 = 79.0%,I-1-C = 21.0%",Industrial,3843.41015625,249.808878394234
3775,2,3775,15 209 01 019,1448 DEKALB AVE NE,MARTA,MARTA,12000,,,,12471 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 01 019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,1681.05078125,220.24685665391
3776,4,3776,14F0017  LL0346,0 FULTON INDUSTRIAL BLVD,FULTON COUNTY,Fulton County,370000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30336,,,,,,,,,,,,,,,,,,0,148000,0,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F0017  LL034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR-2,100,MR-2 = 100.0%,Multi-Family Residential,17566.8125,643.433233269803
3777,2,3777,14 007600041020,0 PRYOR ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,41300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,16520,0,41300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,837.1328125,116.938868866921
3778,2,3778,14 007600041558,0 FORMWALT ST SW,FULTON COUNTY,Fulton County,62300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,24920,0,62300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,1322.3984375,145.465417691366
3779,2,3779,14 007600041087,0 PRYOR ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,38300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,15320,0,38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,579.51953125,125.511856830444
3780,12,3780,14 007600101196,0 WINDSOR ST SW,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY,Fulton County,33200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,13280,0,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760010119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,1239.16796875,170.724837200514
3781,1,3781,14 007900080207,0 WEST PEACHTREE ST NW,MARTA,MARTA,393700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30308,,,,,,,,,,,,,,,,,,0,157480,0,393700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00790008020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-1 SA1,100,SPI-1 SA1 = 100.0%,Special Public Interest,790.5546875,138.20244927214
3782,3,3782,14 005300061256,0 GLENWOOD AVE SE # RAMP,FULTON COUNTY,Fulton County,46500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,18600,0,46500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00530006125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,205.3359375,72.6572538521389
3783,1,3783,14F001700010096,966 MERCURY DR NW,FULTON COUNTY,Fulton County,52900,,,,,,,,,,,,,,,1,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,20100,13120,8040,32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1420.31640625,154.363413776029
3784,3,3784,17 005700010831,0 MAYSON ST NE,MARTA,MARTA,214500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30324,,,,,,,,,,,,,,,,,,0,85800,0,214500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 00570001083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,2310.3984375,200.424367515098
3785,3,3785,14 004600020716,265 BOULEVARD NE,FULTON COUNTY,Fulton County,2347700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,1670300,270960,668120,677400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00460002071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-2,100,C-2 = 100.0%,Commercial,4378.48828125,275.786040814195
3786,2,3786,17 000900020235,0 KINGSBORO RD NE,MARTA,MARTA,65600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30319,,,,,,,,,,,,,,,,,,0,26240,0,65600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 00090002023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,360.3515625,137.224850241033
3787,3,3787,14 004500080794,0 MOSELEY ST SE,MARTA,MARTA,59400,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,23760,0,59400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00450008079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-22 TSA,100,SPI-22 TSA = 100.0%,Special Public Interest,68.8671875,33.1994140184945
3788,2,3788,14 012000030466,0 CAMPBELLTON RD SW,MARTA,MARTA,22200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,8880,0,22200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,666.69921875,112.717660159842
3789,5,3789,14 008500050582,0 RAWSON ST SW,MARTA,MARTA,39200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,15680,0,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,723.46875,114.060161623537
3790,7,3790,14 011300030549,1090 JEFFERSON ST NW,FULTON COUNTY,Fulton County,3068200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,2416000,260880,966400,652200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01130003054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-2,100,I-2 = 100.0%,Industrial,10107.84765625,475.134780414276
3791,3,3791,14F001700010872,1025 FULTON INDUSTRIAL BLVD NW,FULTON COUNTY,Fulton County,224500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30336,,,,,,,,,,,,,,,,,,0,89800,0,224500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,"I-1 = 0.0%,R-4 = 100.0%",Single Family Residential,9001.89453125,403.360502215378
3792,3,3792,15 209 02 044,1453 LA FRANCE ST NE,MARTA,MARTA,1500,,,,752.5 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 02 044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,101.4375,44.8207743261434
3793,1,3793,17 000900050257,0 LENOX RD NE,MARTA,MARTA,2830200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30326,,,,,,,,,,,,,,,,,,0,1132080,0,2830200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 00090005025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-12 SA1,100,SPI-12 SA1 = 100.0%,Special Public Interest,8123.6953125,438.236482598178
3794,4,3794,14 011500110471,0 LENA ST NW,MARTA,MARTA,69700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,0,27880,0,69700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01150011047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-11 SA6,100,SPI-11 SA6 = 100.0%,Special Public Interest,880.02734375,140.911614893075
3795,3,3795,14 008500050715,0 RAWSON ST SW # REAR,MARTA,MARTA,37100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,14840,0,37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,547.1015625,94.293155118213
3796,4,3796,14 008500050616,0 RAWSON ST SW,MARTA,MARTA,40000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,16000,0,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,689.5,111.806670932355
3797,2,3797,14 012000030854,0 CAMPBELLTON RD SW,MARTA,MARTA,76100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,30440,0,76100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200003085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,291.21484375,85.6647704319647
3798,4,3798,17 0252  LL0356,1821 HOLLYWOOD RD NW,FULTON COUNTY GEORGIA,Fulton County,2119000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,1600,846960,640,2117400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0252  LL035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,45343.6484375,959.631671496228
3799,3,3799,14 001400130273,0 HARDEE ST NE,MARTA,MARTA,291800,,,,,,,,,,,,,,,0,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,0,116720,0,291800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00140013027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-2,100,RG-2 = 100.0%,Single Family Residential,1202.75,177.71260201975
3800,5,3800,15 177 03 051,400 FLAT SHOALS AVE SE,FULTON COUNTY,Fulton County,497800,,,, ,,,,,,,,,, ,,,ATLANTA,GA,30316,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 177 03 051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC-2,100,NC-2 = 100.0%,Neighborhood Commercial District,4161.15234375,288.682807847938
3801,1,3801,17 026800040544,950 BOLTON RD 5-8,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY INC THE,Fulton County,51600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,20640,0,51600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02680004054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,204.9609375,59.7816926024432
3802,4,3802,15 212 02 091,370 LELAND TER NE,MARTA,MARTA,2000,,,, ,,,,,,,,,, ,,,ATLANTA,GA,30317,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 212 02 091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4B,100,"R-4A = 0.0%,R-4B = 100.0%",Single Family Residential,273.90625,72.5595207988611
3803,2,3803,15 212 02 094,0 LELAND TER NE,MARTA,MARTA,5700,,,, ,,,,,,,,,, ,,,ATLANTA,GA,30317,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 212 02 094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,784.640625,122.079212046605
3804,2,3804,14 008300070301,80 ELECTRIC AVE NW,MARTA,MARTA,22300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,6200,6440,2480,16100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00830007030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-19 SA4,100,SPI-19 SA4 = 100.0%,Special Public Interest,157.515625,61.7042827913907
3805,3,3805,14 007500060393,710 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,45500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30315,,,,,,,,,,,,,,,,,,0,18200,0,45500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00750006039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,738.6640625,118.985452664086
3806,2,3806,14 007600050948,0 PRYOR ST SW,FULTON COUNTY,Fulton County,470900,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,1600,187720,640,469300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760005094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,10136.9765625,403.298307779285
3807,3,3807,14 008500050665,0 WHITEHALL TER SW,MARTA,MARTA,34000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,13600,0,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,484.984375,91.9428163696504
3808,2,3808,14 012000030763,0 ARDEN AVE SW,MARTA,MARTA,93800,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,37520,0,93800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200003076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,563.90234375,101.358934289206
3809,3,3809,14 008300070277,0 RHODES ST NW,MARTA,MARTA,7600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,0,3040,0,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00830007027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-19 SA4,100,SPI-19 SA4 = 100.0%,Special Public Interest,515.75,100.779742431459
